matchId,bowler,runs_conceded,balls_bowled,wickets,economy
335982,AA Noffke,35,25,1,8.399999999999999
335982,AB Agarkar,21,28,3,4.5
335982,AB Dinda,7,20,2,2.1
335982,CL White,22,7,0,18.857142857142858
335982,I Sharma,6,19,1,1.8947368421052633
335982,JH Kallis,47,25,1,11.28
335982,LR Shukla,9,9,1,6.0
335982,P Kumar,37,25,0,8.879999999999999
335982,SB Joshi,26,18,0,8.666666666666666
335982,SC Ganguly,20,25,3,4.8
335982,Z Khan,38,24,1,9.5
335983,B Lee,34,25,1,8.16
335983,IK Pathan,47,24,2,11.75
335983,JDP Oram,37,24,0,9.25
335983,JR Hopes,53,24,1,13.25
335983,Joginder Sharma,46,25,1,11.04
335983,K Goel,25,12,0,12.5
335983,M Muralitharan,31,25,1,7.4399999999999995
335983,MS Gony,40,26,1,9.230769230769232
335983,P Amarnath,42,24,1,10.5
335983,PP Chawla,19,6,0,19.0
335983,S Sreesanth,34,19,0,10.736842105263158
335983,WA Mota,22,14,1,9.428571428571429
335984,B Geeves,41,24,1,10.25
335984,D Salunkhe,6,7,0,5.142857142857142
335984,DL Vettori,35,24,1,8.75
335984,GD McGrath,20,25,1,4.8
335984,MF Maharoof,11,24,2,2.75
335984,MM Patel,25,18,0,8.333333333333334
335984,R Bhatia,15,25,3,3.5999999999999996
335984,SK Trivedi,29,21,0,8.285714285714286
335984,SK Warne,16,12,0,8.0
335984,SR Watson,30,25,1,7.199999999999999
335984,YK Pathan,16,14,0,6.857142857142857
335985,A Nehra,43,26,1,9.923076923076923
335985,AM Nayar,10,6,0,10.0
335985,B Akhil,17,18,2,5.666666666666667
335985,DS Kulkarni,17,18,1,5.666666666666667
335985,Harbhajan Singh,35,25,2,8.399999999999999
335985,JH Kallis,41,20,0,12.299999999999999
335985,P Kumar,28,25,1,6.72
335985,R Vinay Kumar,41,24,0,10.25
335985,SB Joshi,10,12,0,5.0
335985,SM Pollock,17,24,0,4.25
335985,ST Jayasuriya,39,24,1,9.75
335985,Z Khan,17,24,4,4.25
335986,A Symonds,13,15,0,5.2
335986,AB Agarkar,19,12,2,9.5
335986,AB Dinda,17,19,1,5.368421052631579
335986,DJ Hussey,34,19,1,10.736842105263158
335986,I Sharma,6,21,1,1.7142857142857142
335986,M Kartik,17,22,4,4.636363636363637
335986,Mohammad Hafeez,7,25,1,1.68
335986,PP Ojha,16,26,2,3.6923076923076925
335986,RP Singh,15,18,1,5.0
335986,SB Bangar,13,20,0,3.9
335986,SB Styris,18,25,0,4.319999999999999
335986,WPUJC Vaas,9,18,2,3.0
335987,B Lee,33,26,1,7.615384615384616
335987,D Salunkhe,19,13,1,8.76923076923077
335987,IK Pathan,19,26,1,4.384615384615385
335987,JR Hopes,32,25,1,7.68
335987,MM Patel,36,24,2,9.0
335987,PP Chawla,27,12,0,13.5
335987,Pankaj Singh,12,6,0,12.0
335987,S Sreesanth,33,24,1,8.25
335987,SK Trivedi,25,24,2,6.25
335987,SK Warne,19,24,3,4.75
335987,SR Watson,38,25,0,9.12
335987,WA Mota,12,6,0,12.0
335987,YK Pathan,13,6,0,13.0
335988,A Symonds,35,12,0,17.5
335988,GD McGrath,22,24,0,5.5
335988,MF Maharoof,35,25,2,8.399999999999999
335988,Mohammad Asif,19,24,2,4.75
335988,PP Ojha,3,8,0,2.25
335988,R Bhatia,27,24,3,6.75
335988,RP Singh,26,19,1,8.210526315789474
335988,SB Bangar,29,13,0,13.384615384615385
335988,Shahid Afridi,17,12,0,8.5
335988,VY Mahesh,34,25,1,8.16
335988,WPUJC Vaas,21,19,0,6.631578947368421
335989,A Nehra,32,27,2,7.111111111111111
335989,AM Nayar,14,6,0,14.0
335989,DJ Bravo,35,19,0,11.052631578947368
335989,DS Kulkarni,24,19,1,7.578947368421053
335989,Harbhajan Singh,14,12,0,7.0
335989,JDP Oram,51,26,1,11.76923076923077
335989,Joginder Sharma,28,25,2,6.72
335989,M Muralitharan,36,28,2,7.7142857142857135
335989,MA Khote,29,18,2,9.666666666666666
335989,MS Gony,17,25,1,4.08
335989,P Amarnath,57,24,1,14.25
335989,SM Pollock,31,19,0,9.789473684210527
335989,VS Yeligati,11,7,0,9.428571428571429
335990,A Symonds,46,17,0,16.235294117647058
335990,D Kalyankrishna,30,18,1,10.0
335990,D Salunkhe,9,6,0,9.0
335990,MM Patel,53,26,0,12.230769230769232
335990,PP Ojha,23,12,0,11.5
335990,Pankaj Singh,14,12,0,7.0
335990,RP Singh,42,26,2,9.692307692307693
335990,SK Trivedi,36,19,0,11.368421052631579
335990,SK Warne,46,25,2,11.04
335990,SR Watson,30,26,1,6.923076923076923
335990,Shahid Afridi,27,25,3,6.4799999999999995
335990,WPUJC Vaas,42,24,1,10.5
335990,YK Pathan,20,12,2,10.0
335991,A Nehra,22,18,2,7.333333333333333
335991,B Lee,9,24,2,2.25
335991,DJ Bravo,27,18,0,9.0
335991,DS Kulkarni,35,26,3,8.076923076923077
335991,Harbhajan Singh,30,25,4,7.199999999999999
335991,IK Pathan,17,26,2,3.9230769230769234
335991,MA Khote,22,12,0,11.0
335991,PP Chawla,15,25,2,3.5999999999999996
335991,S Sreesanth,29,26,2,6.6923076923076925
335991,SM Pollock,39,25,1,9.36
335991,VRV Singh,39,25,1,9.36
335992,A Kumble,21,25,0,5.04
335992,JH Kallis,7,6,0,7.0
335992,MM Patel,20,18,2,6.666666666666667
335992,P Kumar,42,18,1,14.0
335992,R Vinay Kumar,14,13,0,6.461538461538462
335992,SB Joshi,27,19,1,8.526315789473685
335992,SK Trivedi,27,26,1,6.230769230769231
335992,SK Warne,23,24,2,5.75
335992,SR Watson,19,25,3,4.56
335992,Sohail Tanvir,30,25,0,7.199999999999999
335992,YK Pathan,10,6,0,10.0
335992,Z Khan,24,24,1,6.0
335993,AB Agarkar,19,18,1,6.333333333333333
335993,AB Dinda,19,20,0,5.7
335993,DJ Hussey,10,6,0,10.0
335993,I Sharma,20,20,0,6.0
335993,JDP Oram,32,24,3,8.0
335993,Joginder Sharma,30,26,2,6.923076923076923
335993,LR Shukla,18,12,0,9.0
335993,M Kartik,33,18,0,11.0
335993,M Muralitharan,9,27,0,2.0
335993,MS Gony,39,25,2,9.36
335993,Mohammad Hafeez,15,13,0,6.923076923076923
335993,P Amarnath,29,24,2,7.25
335994,A Nehra,19,12,0,9.5
335994,AM Nayar,21,7,0,18.0
335994,D Kalyankrishna,23,12,0,11.5
335994,DJ Bravo,29,15,0,11.6
335994,DNT Zoysa,28,26,1,6.461538461538462
335994,DS Kulkarni,8,6,0,8.0
335994,PP Ojha,14,12,0,7.0
335994,RP Singh,13,26,2,3.0
335994,SB Bangar,34,24,2,8.5
335994,SD Chitnis,19,13,0,8.76923076923077
335994,SM Pollock,33,12,0,16.5
335994,ST Jayasuriya,17,12,0,8.5
335994,Shahid Afridi,31,25,2,7.4399999999999995
335995,B Lee,33,24,1,8.25
335995,GD McGrath,29,24,1,7.25
335995,IK Pathan,23,27,3,5.111111111111111
335995,MF Maharoof,30,19,0,9.473684210526317
335995,Mohammad Asif,38,25,2,9.12
335995,PP Chawla,27,25,0,6.4799999999999995
335995,R Bhatia,4,7,1,3.4285714285714284
335995,S Sreesanth,25,12,0,12.5
335995,Shoaib Malik,29,24,1,7.25
335995,VRV Singh,29,24,3,7.25
335995,VY Mahesh,23,24,1,5.75
335995,Yuvraj Singh,10,13,1,4.615384615384616
335996,B Akhil,34,24,0,8.5
335996,DW Steyn,37,27,0,8.222222222222221
335996,JA Morkel,35,27,1,7.777777777777778
335996,JDP Oram,25,26,2,5.76923076923077
335996,JH Kallis,36,24,0,9.0
335996,Joginder Sharma,26,23,2,6.782608695652174
335996,MS Gony,34,24,3,8.5
335996,P Amarnath,38,24,2,9.5
335996,P Kumar,29,24,2,7.25
335996,Z Khan,38,24,3,9.5
335997,A Nehra,9,6,0,9.0
335997,AB Agarkar,19,28,1,4.071428571428571
335997,AB Dinda,12,24,1,3.0
335997,CRD Fernando,39,26,1,9.0
335997,DJ Bravo,24,25,1,5.76
335997,DS Kulkarni,12,19,0,3.7894736842105265
335997,I Sharma,33,22,1,9.0
335997,LR Shukla,11,6,0,11.0
335997,M Kartik,23,19,0,7.2631578947368425
335997,Mohammad Hafeez,11,7,0,9.428571428571429
335997,SC Ganguly,14,12,0,7.0
335997,SM Pollock,27,24,2,6.75
335997,ST Jayasuriya,13,25,4,3.1199999999999997
335998,DL Vettori,19,24,1,4.75
335998,DW Steyn,27,26,2,6.230769230769231
335998,GD McGrath,29,24,4,7.25
335998,JH Kallis,39,24,2,9.75
335998,Mohammad Asif,42,24,0,10.5
335998,P Kumar,24,24,0,6.0
335998,R Bhatia,14,6,0,14.0
335998,R Vinay Kumar,25,12,0,12.5
335998,SB Joshi,19,6,0,19.0
335998,Shoaib Malik,8,6,0,8.0
335998,V Kohli,11,6,0,11.0
335998,V Sehwag,30,12,0,15.0
335998,VY Mahesh,27,25,0,6.4799999999999995
335998,Z Khan,42,24,1,10.5
335999,D Kalyankrishna,32,20,1,9.6
335999,DNT Zoysa,32,24,1,8.0
335999,Gagandeep Singh,37,24,1,9.25
335999,IK Pathan,29,25,2,6.959999999999999
335999,PP Chawla,28,24,4,7.0
335999,RP Singh,34,25,0,8.16
335999,S Sreesanth,32,25,1,7.68
335999,SB Bangar,26,24,1,6.5
335999,Shahid Afridi,28,18,0,9.333333333333334
335999,VRV Singh,34,24,0,8.5
335999,Y Venugopal Rao,9,6,0,9.0
336000,AB Agarkar,46,24,1,11.5
336000,AB Dinda,28,26,0,6.461538461538462
336000,DJ Hussey,26,12,0,13.0
336000,I Sharma,25,25,1,6.0
336000,LR Shukla,15,7,1,12.857142857142856
336000,MM Patel,29,24,0,7.25
336000,SC Ganguly,14,6,0,14.0
336000,SK Trivedi,29,26,3,6.6923076923076925
336000,SK Warne,19,13,1,8.76923076923077
336000,SR Watson,20,21,2,5.714285714285714
336000,Sohail Tanvir,28,26,3,6.461538461538462
336000,Umar Gul,28,27,4,6.222222222222222
336000,YK Pathan,14,12,1,7.0
336001,GD McGrath,21,24,1,5.25
336001,JA Morkel,39,25,0,9.36
336001,Joginder Sharma,34,19,1,10.736842105263158
336001,M Muralitharan,26,25,0,6.239999999999999
336001,M Ntini,29,24,0,7.25
336001,MS Gony,38,25,1,9.12
336001,Mohammad Asif,33,25,1,7.919999999999999
336001,PJ Sangwan,38,26,1,8.76923076923077
336001,R Bhatia,11,6,1,11.0
336001,Shoaib Malik,9,7,0,7.7142857142857135
336001,V Sehwag,21,12,1,10.5
336001,VY Mahesh,29,26,1,6.6923076923076925
336002,A Kumble,28,25,1,6.72
336002,B Akhil,39,18,0,13.0
336002,DB Ravi Teja,19,12,1,9.5
336002,DP Vijaykumar,29,24,0,7.25
336002,DW Steyn,18,25,3,4.319999999999999
336002,JH Kallis,18,9,0,12.0
336002,LPC Silva,21,6,0,21.0
336002,R Vinay Kumar,26,25,4,6.239999999999999
336002,RP Singh,15,18,0,5.0
336002,SB Bangar,30,24,2,7.5
336002,V Kohli,23,24,2,5.75
336002,WPUJC Vaas,36,24,2,9.0
336002,Y Venugopal Rao,18,6,0,18.0
336003,AB Agarkar,25,19,0,7.894736842105264
336003,AB Dinda,23,19,1,7.2631578947368425
336003,DJ Hussey,23,18,2,7.666666666666667
336003,Gagandeep Singh,43,24,1,10.75
336003,I Sharma,40,25,0,9.6
336003,IK Pathan,17,25,2,4.08
336003,JR Hopes,35,18,0,11.666666666666666
336003,Mohammad Hafeez,28,18,1,9.333333333333334
336003,PP Chawla,16,6,0,16.0
336003,S Sreesanth,20,25,2,4.8
336003,Umar Gul,25,26,2,5.76923076923077
336003,VRV Singh,31,24,1,7.75
336004,A Nehra,25,24,3,6.25
336004,DJ Bravo,27,18,1,9.0
336004,DJ Thornely,15,12,1,7.5
336004,DS Kulkarni,17,18,3,5.666666666666667
336004,GD McGrath,26,24,0,6.5
336004,Mohammad Asif,43,27,1,9.555555555555555
336004,PJ Sangwan,20,25,1,4.8
336004,R Bhatia,22,12,1,11.0
336004,RR Raje,13,12,0,6.5
336004,SM Pollock,16,24,2,4.0
336004,ST Jayasuriya,16,6,0,16.0
336004,Shoaib Malik,6,6,1,6.0
336004,V Sehwag,2,6,1,2.0
336004,VY Mahesh,33,24,3,8.25
336005,JA Morkel,2,10,0,1.2
336005,M Muralitharan,14,26,1,3.230769230769231
336005,M Ntini,17,18,0,5.666666666666667
336005,MM Patel,16,24,2,4.0
336005,MS Gony,25,18,0,8.333333333333334
336005,S Vidyut,21,13,1,9.692307692307693
336005,SK Raina,10,8,0,7.5
336005,SK Trivedi,17,12,0,8.5
336005,SK Warne,29,18,1,9.666666666666666
336005,SR Watson,17,26,1,3.9230769230769234
336005,Sohail Tanvir,14,24,6,3.5
336005,YK Pathan,9,12,0,4.5
336006,A Kumble,34,22,0,9.272727272727273
336006,DW Steyn,14,26,0,3.230769230769231
336006,Gagandeep Singh,28,18,0,9.333333333333334
336006,IK Pathan,12,21,3,3.4285714285714284
336006,JH Kallis,14,18,0,4.666666666666667
336006,JR Hopes,10,6,0,10.0
336006,P Kumar,22,24,2,5.5
336006,PP Chawla,20,25,3,4.8
336006,S Sreesanth,14,26,2,3.230769230769231
336006,VRV Singh,32,25,2,7.68
336006,Z Khan,26,27,2,5.777777777777778
336007,DP Vijaykumar,17,18,1,5.666666666666667
336007,JA Morkel,25,25,1,6.0
336007,Joginder Sharma,43,20,0,12.899999999999999
336007,M Muralitharan,23,25,1,5.52
336007,M Ntini,37,24,0,9.25
336007,MS Gony,15,18,1,5.0
336007,PP Ojha,21,25,1,5.04
336007,RP Singh,10,20,2,3.0
336007,SB Bangar,36,24,1,9.0
336007,SB Styris,23,19,1,7.2631578947368425
336007,Shahid Afridi,27,18,1,9.0
336008,A Nehra,13,18,3,4.333333333333333
336008,DJ Bravo,8,18,2,2.6666666666666665
336008,DS Kulkarni,21,18,2,7.0
336008,MM Patel,20,19,0,6.315789473684211
336008,RR Raje,18,19,2,5.684210526315789
336008,SK Trivedi,23,18,0,7.666666666666667
336008,SK Warne,15,14,1,6.428571428571428
336008,SM Pollock,19,18,1,6.333333333333333
336008,SR Watson,25,25,2,6.0
336008,ST Jayasuriya,17,12,0,8.5
336008,Sohail Tanvir,9,23,0,2.3478260869565215
336009,CK Kapugedera,15,6,0,15.0
336009,GD McGrath,23,24,1,5.75
336009,JA Morkel,33,26,2,7.615384615384616
336009,L Balaji,35,24,2,8.75
336009,M Muralitharan,22,27,0,4.888888888888889
336009,MS Gony,35,25,1,8.399999999999999
336009,Mohammad Asif,33,24,1,8.25
336009,P Amarnath,35,18,0,11.666666666666666
336009,PJ Sangwan,28,25,2,6.72
336009,Shoaib Malik,25,15,0,10.0
336009,V Sehwag,30,12,0,15.0
336009,VY Mahesh,38,25,2,9.12
336010,A Kumble,21,18,1,7.0
336010,AB Dinda,19,19,0,6.0
336010,DW Steyn,26,25,3,6.239999999999999
336010,I Sharma,25,24,1,6.25
336010,LR Shukla,15,6,0,15.0
336010,M Kartik,24,12,1,12.0
336010,P Kumar,36,18,1,12.0
336010,R Vinay Kumar,15,18,1,5.0
336010,SC Ganguly,7,18,1,2.3333333333333335
336010,Umar Gul,28,20,1,8.4
336010,Z Khan,26,19,1,8.210526315789474
336011,DP Vijaykumar,10,6,0,10.0
336011,MM Patel,28,24,1,7.0
336011,PP Ojha,41,26,1,9.461538461538462
336011,RP Singh,23,25,1,5.52
336011,SB Bangar,20,12,0,10.0
336011,SB Styris,13,13,0,6.0
336011,SK Trivedi,8,18,2,2.6666666666666665
336011,SK Warne,20,24,2,5.0
336011,SR Watson,21,19,1,6.631578947368421
336011,Shahid Afridi,10,12,0,5.0
336011,Sohail Tanvir,38,25,1,9.12
336011,Y Venugopal Rao,13,7,0,11.142857142857142
336011,YK Pathan,19,12,1,9.5
336012,A Kumble,45,24,0,11.25
336012,A Nehra,21,18,1,7.0
336012,B Akhil,17,19,0,5.368421052631579
336012,CRD Fernando,17,25,5,4.08
336012,DR Smith,21,25,3,5.04
336012,DS Kulkarni,29,23,0,7.565217391304348
336012,DW Steyn,11,27,1,2.4444444444444446
336012,P Kumar,15,14,0,6.428571428571428
336012,R Vinay Kumar,25,18,0,8.333333333333334
336012,SM Pollock,23,24,0,5.75
336013,CK Kapugedera,8,6,0,8.0
336013,IK Pathan,30,27,0,6.666666666666667
336013,JA Morkel,25,24,1,6.25
336013,JR Hopes,34,26,0,7.846153846153847
336013,L Balaji,23,25,5,5.52
336013,M Muralitharan,31,25,1,7.4399999999999995
336013,MS Gony,38,24,1,9.5
336013,P Amarnath,35,18,1,11.666666666666666
336013,PP Chawla,35,19,1,11.052631578947368
336013,S Sreesanth,26,27,2,5.777777777777778
336013,VRV Singh,33,26,1,7.615384615384616
336013,Yuvraj Singh,8,6,0,8.0
336014,AB Dinda,32,25,3,7.68
336014,DP Vijaykumar,20,19,1,6.315789473684211
336014,I Sharma,27,18,0,9.0
336014,LR Shukla,15,13,1,6.923076923076923
336014,M Kartik,29,18,0,9.666666666666666
336014,PP Ojha,24,13,0,11.076923076923078
336014,RP Singh,58,25,1,13.919999999999998
336014,SB Bangar,10,6,0,10.0
336014,SB Styris,28,18,0,9.333333333333334
336014,SC Ganguly,25,24,2,6.25
336014,Umar Gul,37,30,1,7.4
336014,WPUJC Vaas,36,18,1,12.0
336014,Y Venugopal Rao,23,25,1,5.52
336015,A Mishra,24,20,2,7.199999999999999
336015,AD Mascarenhas,27,25,2,6.4799999999999995
336015,GD McGrath,11,25,1,2.6399999999999997
336015,MF Maharoof,20,26,3,4.615384615384616
336015,MM Patel,23,25,1,5.52
336015,PJ Sangwan,33,24,0,8.25
336015,SK Trivedi,27,25,2,6.4799999999999995
336015,SK Warne,47,24,0,11.75
336015,SR Watson,21,24,2,5.25
336015,V Sehwag,21,12,1,10.5
336015,VY Mahesh,33,15,0,13.2
336016,A Kumble,35,25,0,8.399999999999999
336016,DW Steyn,30,14,0,12.857142857142856
336016,IK Pathan,22,25,2,5.279999999999999
336016,JR Hopes,22,12,0,11.0
336016,P Kumar,15,16,0,5.625
336016,PP Chawla,28,25,2,6.72
336016,R Vinay Kumar,11,12,1,5.5
336016,S Sreesanth,28,25,3,6.72
336016,V Kohli,9,6,0,9.0
336016,VRV Singh,15,24,1,3.75
336016,Yuvraj Singh,13,13,0,6.0
336016,Z Khan,35,24,0,8.75
336017,A Mishra,13,18,0,4.333333333333333
336017,AB Dinda,28,25,2,6.72
336017,GD McGrath,22,24,0,5.5
336017,I Sharma,18,18,0,6.0
336017,Iqbal Abdulla,22,18,1,7.333333333333333
336017,LR Shukla,1,6,3,1.0
336017,MF Maharoof,24,25,2,5.76
336017,PJ Sangwan,26,27,2,5.777777777777778
336017,SC Ganguly,23,24,0,5.75
336017,Shoaib Akhtar,10,19,4,3.1578947368421053
336017,V Sehwag,7,6,0,7.0
336017,VY Mahesh,30,28,2,6.428571428571428
336018,A Nehra,30,25,0,7.199999999999999
336018,CK Kapugedera,26,5,0,31.2
336018,DJ Bravo,37,24,2,9.25
336018,DJ Thornely,9,7,0,7.7142857142857135
336018,DS Kulkarni,27,28,3,5.785714285714286
336018,JA Morkel,42,20,0,12.6
336018,Joginder Sharma,21,20,1,6.3
336018,L Balaji,6,15,0,2.4
336018,M Muralitharan,19,13,0,8.76923076923077
336018,MS Gony,28,21,0,8.0
336018,RR Raje,32,19,0,10.105263157894738
336018,SM Pollock,9,24,1,2.25
336019,D Salunkhe,23,18,0,7.666666666666667
336019,IK Pathan,10,24,1,2.5
336019,JR Hopes,29,18,2,9.666666666666666
336019,MM Patel,36,25,0,8.639999999999999
336019,PP Chawla,35,24,3,8.75
336019,Pankaj Singh,46,20,0,13.799999999999999
336019,RR Powar,7,6,0,7.0
336019,S Sreesanth,43,19,1,13.578947368421053
336019,SK Trivedi,48,24,0,12.0
336019,SR Watson,39,25,2,9.36
336019,VRV Singh,32,24,0,8.0
336019,YK Pathan,24,12,1,12.0
336019,Yuvraj Singh,20,6,0,20.0
336020,A Mishra,17,24,5,4.25
336020,DP Vijaykumar,24,24,1,6.0
336020,GD McGrath,42,24,2,10.5
336020,MF Maharoof,39,24,2,9.75
336020,Mohammad Asif,49,26,0,11.307692307692308
336020,PM Sarvesh Kumar,23,19,0,7.2631578947368425
336020,PP Ojha,18,13,2,8.307692307692308
336020,R Bhatia,32,24,0,8.0
336020,RP Singh,49,25,1,11.76
336020,SB Styris,32,25,0,7.68
336020,Shahid Afridi,18,6,0,18.0
336020,Y Venugopal Rao,22,13,0,10.153846153846155
336021,A Nehra,14,21,0,4.0
336021,AB Agarkar,3,8,0,2.25
336021,DJ Bravo,12,19,2,3.7894736842105265
336021,DJ Thornely,6,19,2,1.8947368421052633
336021,I Sharma,27,17,1,9.529411764705882
336021,RR Raje,16,14,2,6.857142857142857
336021,SM Pollock,11,25,4,2.6399999999999997
336021,Shoaib Akhtar,28,13,1,12.923076923076923
336022,A Mishra,21,12,1,10.5
336022,GD McGrath,18,12,1,9.0
336022,IK Pathan,13,12,0,6.5
336022,JR Hopes,2,6,2,2.0
336022,MF Maharoof,11,6,0,11.0
336022,PJ Sangwan,11,7,1,9.428571428571429
336022,PP Chawla,13,6,0,13.0
336022,R Bhatia,8,6,0,8.0
336022,RR Powar,20,14,2,8.571428571428571
336022,S Sreesanth,28,22,0,7.636363636363637
336022,V Sehwag,21,7,0,18.0
336022,VRV Singh,32,13,0,14.76923076923077
336023,A Kumble,32,24,1,8.0
336023,Abdur Razzak,23,14,0,9.857142857142856
336023,JH Kallis,34,25,0,8.16
336023,MM Patel,21,24,2,5.25
336023,P Kumar,23,26,0,5.307692307692308
336023,RA Jadeja,21,12,0,10.5
336023,SK Trivedi,21,13,1,9.692307692307693
336023,SK Warne,23,24,3,5.75
336023,SR Watson,5,13,0,2.307692307692308
336023,Sohail Tanvir,7,27,3,1.5555555555555556
336023,V Kohli,14,13,0,6.461538461538462
336023,YK Pathan,28,12,0,14.0
336023,Z Khan,45,25,0,10.799999999999999
336024,A Nehra,29,24,0,7.25
336024,AM Nayar,18,18,1,6.0
336024,CRD Fernando,36,26,3,8.307692307692308
336024,DJ Bravo,23,25,3,5.52
336024,DJ Thornely,8,6,0,8.0
336024,DNT Zoysa,36,19,0,11.368421052631579
336024,DP Vijaykumar,19,17,0,6.705882352941176
336024,PP Ojha,23,24,0,5.75
336024,RP Singh,35,24,3,8.75
336024,RR Raje,18,13,0,8.307692307692308
336024,ST Jayasuriya,13,12,0,6.5
336024,Shahid Afridi,22,25,2,5.279999999999999
336024,Y Venugopal Rao,23,19,2,7.2631578947368425
336025,AB Agarkar,13,13,0,6.0
336025,AB Dinda,10,12,0,5.0
336025,I Sharma,16,12,0,8.0
336025,JA Morkel,24,25,0,5.76
336025,L Balaji,34,26,1,7.846153846153847
336025,M Muralitharan,41,24,0,10.25
336025,M Ntini,20,25,4,4.8
336025,MS Gony,17,24,0,4.25
336025,Shoaib Akhtar,12,14,0,5.142857142857142
336026,A Kumble,18,24,2,4.5
336026,B Akhil,21,20,1,6.3
336026,DW Steyn,26,24,1,6.5
336026,GD McGrath,14,25,2,3.36
336026,JH Kallis,16,12,0,8.0
336026,MF Maharoof,13,24,4,3.25
336026,P Kumar,33,12,1,16.5
336026,PJ Sangwan,44,21,0,12.571428571428571
336026,R Bhatia,47,24,0,11.75
336026,TM Dilshan,3,6,1,3.0
336026,VY Mahesh,24,25,0,5.76
336026,Z Khan,32,19,0,10.105263157894738
336027,AB Agarkar,30,18,0,10.0
336027,AB Dinda,32,24,0,8.0
336027,I Sharma,23,18,1,7.666666666666667
336027,LR Shukla,7,6,0,7.0
336027,MM Patel,22,24,2,5.5
336027,SC Ganguly,24,12,1,12.0
336027,SK Trivedi,26,18,1,8.666666666666666
336027,SK Warne,21,18,0,7.0
336027,SR Watson,35,25,1,8.399999999999999
336027,Sohail Tanvir,24,25,3,5.76
336027,Umar Gul,27,24,2,6.75
336027,YK Pathan,14,12,1,7.0
336028,A Nehra,32,19,0,10.105263157894738
336028,CRD Fernando,36,24,1,9.0
336028,DR Smith,18,13,0,8.307692307692308
336028,IK Pathan,35,25,1,8.399999999999999
336028,JR Hopes,13,12,0,6.5
336028,PP Chawla,22,24,2,5.5
336028,S Sreesanth,28,27,2,6.222222222222222
336028,SD Chitnis,35,25,2,8.399999999999999
336028,SM Pollock,14,18,1,4.666666666666667
336028,VRV Singh,55,25,3,13.2
336028,VS Yeligati,42,25,0,10.08
336028,Yuvraj Singh,12,12,2,6.0
336029,A Kumble,14,24,3,3.5
336029,B Akhil,4,6,0,4.0
336029,DW Steyn,20,28,3,4.285714285714286
336029,JA Morkel,32,24,4,8.0
336029,JH Kallis,15,24,0,3.75
336029,L Balaji,34,24,1,8.5
336029,M Muralitharan,19,24,1,4.75
336029,M Ntini,27,24,0,6.75
336029,MS Gony,10,25,2,2.4
336029,P Kumar,25,25,1,6.0
336029,R Vinay Kumar,22,19,1,6.947368421052632
336031,DP Vijaykumar,24,12,0,12.0
336031,Gagandeep Singh,33,18,1,11.0
336031,PP Chawla,31,24,0,7.75
336031,PP Ojha,27,27,2,6.0
336031,RG Sharma,24,25,1,5.76
336031,RP Singh,36,22,0,9.818181818181818
336031,RR Powar,19,25,1,4.56
336031,S Sreesanth,29,24,1,7.25
336031,SB Styris,36,24,1,9.0
336031,VRV Singh,40,24,1,10.0
336031,Y Venugopal Rao,23,12,0,11.5
336031,Yuvraj Singh,18,6,0,18.0
336032,A Mishra,23,24,1,5.75
336032,A Nehra,30,23,1,7.826086956521739
336032,A Nel,31,18,1,10.333333333333334
336032,B Geeves,49,25,1,11.76
336032,DR Smith,21,19,2,6.631578947368421
336032,DS Kulkarni,26,18,0,8.666666666666666
336032,GD McGrath,38,25,0,9.12
336032,MF Maharoof,21,29,1,4.344827586206897
336032,SM Pollock,33,18,1,11.0
336032,ST Jayasuriya,35,24,0,8.75
336032,VY Mahesh,36,24,5,9.0
336033,D Salunkhe,13,7,0,11.142857142857142
336033,JA Morkel,35,24,2,8.75
336033,L Balaji,45,18,0,15.0
336033,M Muralitharan,30,25,0,7.199999999999999
336033,M Ntini,42,25,1,10.08
336033,MM Patel,54,25,1,12.959999999999999
336033,MS Gony,32,18,0,10.666666666666666
336033,Pankaj Singh,29,25,0,6.959999999999999
336033,SK Raina,20,12,2,10.0
336033,SK Warne,34,25,2,8.16
336033,Sohail Tanvir,31,26,3,7.153846153846154
336033,YK Pathan,31,18,1,10.333333333333334
336034,A Kumble,46,25,0,11.04
336034,DP Vijaykumar,18,18,0,6.0
336034,DW Steyn,19,25,0,4.56
336034,JH Kallis,35,24,1,8.75
336034,P Kumar,23,24,3,5.75
336034,PP Ojha,28,24,2,7.0
336034,RP Singh,40,25,3,9.6
336034,SB Bangar,14,6,0,14.0
336034,SB Styris,28,25,2,6.72
336034,Shahid Afridi,23,24,1,5.75
336034,Z Khan,24,24,2,6.0
336035,AB Dinda,18,12,1,9.0
336035,BAW Mendis,24,24,1,6.0
336035,DJ Hussey,36,24,0,9.0
336035,I Sharma,42,27,0,9.333333333333334
336035,IK Pathan,35,23,0,9.130434782608695
336035,JR Hopes,23,12,1,11.5
336035,LR Shukla,22,13,0,10.153846153846155
336035,PP Chawla,36,24,2,9.0
336035,RR Powar,13,13,0,6.0
336035,S Sreesanth,33,24,2,8.25
336035,Umar Gul,21,26,4,4.846153846153847
336035,VRV Singh,26,26,2,6.0
336036,A Nehra,17,19,1,5.368421052631579
336036,AM Nayar,4,6,0,4.0
336036,CRD Fernando,24,27,2,5.333333333333333
336036,DR Smith,16,12,0,8.0
336036,Pankaj Singh,24,13,0,11.076923076923078
336036,RR Raje,36,25,2,8.639999999999999
336036,SK Trivedi,29,26,2,6.6923076923076925
